regime,seed,round,stage_index,stage,status,candidate_clients,accepted_clients,detail_json
Edge-IIoTset-calibrated,257,21,5,Policy,ok,15,11,"{""decision"":""deny"",""incident_risk"":0.9705569802532884,""reason"":""risk_exceeds_role_clearance"",""true_class"":4}"
Edge-IIoTset-calibrated,257,21,6,Commit,ok,15,11,"{""commit_latency_ms"":315.0,""commit_status"":""committed"",""receipt_sha256"":""e16d2904e1fd4b67fa78926075906dbd89f8816b943e8bedd0a2813dd6bae626""}"
Edge-IIoTset-calibrated,257,22,1,Schedule,ok,20,0,"{""resource_rule"":""bandwidth>=180 kbps; energy>=0.24; queue<=6"",""scheduled_client_ids"":[0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19]}"
Edge-IIoTset-calibrated,257,22,2,ProvisionalReference,ok,20,0,"{""reference_sha256"":""1a149292bc12d9d47f1a9dfdf7d70d3b451b2b04dcd78d8356a5b560429558c2""}"
Edge-IIoTset-calibrated,257,22,3,TrustFilter,ok,20,16,"{""accepted_client_ids"":[0,2,3,4,5,7,8,9,11,12,13,15,16,17,18,19],""quorum"":7,""threshold"":0.43}"
Edge-IIoTset-calibrated,257,22,4,Fuse,ok,20,16,"{""fused_sha256"":""2d5cb9663810cffd9ebd9f1db82796422199d33a9597377840af1283eb750c84""}"
Edge-IIoTset-calibrated,257,22,5,Policy,ok,20,16,"{""decision"":""allow"",""incident_risk"":0.007180201364660577,""reason"":""within_policy"",""true_class"":0}"
Edge-IIoTset-calibrated,257,22,6,Commit,ok,20,16,"{""commit_latency_ms"":365.0,""commit_status"":""committed"",""receipt_sha256"":""279f8565a89b69a33a0a9e0eff4315cfa357c9cc1f72437992fa322b0a0d9829""}"
Edge-IIoTset-calibrated,257,23,1,Schedule,ok,19,0,"{""resource_rule"":""bandwidth>=180 kbps; energy>=0.24; queue<=6"",""scheduled_client_ids"":[0,1,2,3,4,5,6,7,8,9,10,11,12,13,15,16,17,18,19]}"
Edge-IIoTset-calibrated,257,23,2,ProvisionalReference,ok,19,0,"{""reference_sha256"":""c164937fc975bec4ddd54b6ace1042a0c3fb2900d096ae8fb366eb2ce7f5b97f""}"
Edge-IIoTset-calibrated,257,23,3,TrustFilter,ok,19,16,"{""accepted_client_ids"":[0,2,3,4,5,7,8,9,11,12,13,15,16,17,18,19],""quorum"":7,""threshold"":0.43}"
Edge-IIoTset-calibrated,257,23,4,Fuse,ok,19,16,"{""fused_sha256"":""2bb95008a87b21384739dc11ed7ae89f661c473a7911ab58749b4d3661c8b7cc""}"
Edge-IIoTset-calibrated,257,23,5,Policy,ok,19,16,"{""decision"":""review"",""incident_risk"":0.9989408367808236,""reason"":""human_review_required"",""true_class"":2}"
Edge-IIoTset-calibrated,257,23,6,Commit,ok,19,16,"{""commit_latency_ms"":365.0,""commit_status"":""committed"",""receipt_sha256"":""438a52a944599f5eda6c0fcf3bd70a415d008e9a39931fe814c8022deb3aefff""}"
Edge-IIoTset-calibrated,257,24,1,Schedule,ok,20,0,"{""resource_rule"":""bandwidth>=180 kbps; energy>=0.24; queue<=6"",""scheduled_client_ids"":[0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19]}"
Edge-IIoTset-calibrated,257,24,2,ProvisionalReference,ok,20,0,"{""reference_sha256"":""be2007c41890960531a195f822be21be9346fdf0583ac672d5df13000b066732""}"
Edge-IIoTset-calibrated,257,24,3,TrustFilter,ok,20,16,"{""accepted_client_ids"":[0,2,3,4,5,7,8,9,11,12,13,15,16,17,18,19],""quorum"":7,""threshold"":0.43}"
Edge-IIoTset-calibrated,257,24,4,Fuse,ok,20,16,"{""fused_sha256"":""92167f2a8a3dc7eaae799fe5c4506a027d0616b4b9756011971fd051acb9ff18""}"
Edge-IIoTset-calibrated,257,24,5,Policy,ok,20,16,"{""decision"":""review"",""incident_risk"":0.9986136246375037,""reason"":""human_review_required"",""true_class"":5}"
Edge-IIoTset-calibrated,257,24,6,Commit,ok,20,16,"{""commit_latency_ms"":365.0,""commit_status"":""committed"",""receipt_sha256"":""cecbd4a82fbb652736c1fd8975fa7637b1db5950efea644f0303546b5fb20731""}"
Edge-IIoTset-calibrated,257,25,1,Schedule,ok,17,0,"{""resource_rule"":""bandwidth>=180 kbps; energy>=0.24; queue<=6"",""scheduled_client_ids"":[0,1,2,3,4,5,6,7,8,9,10,11,12,14,16,18,19]}"
Edge-IIoTset-calibrated,257,25,2,ProvisionalReference,ok,17,0,"{""reference_sha256"":""901b09019ee4460390a56b53d63a706dda6b22a891e7f45f995d680385bd0295""}"
Edge-IIoTset-calibrated,257,25,3,TrustFilter,ok,17,13,"{""accepted_client_ids"":[0,2,3,4,5,7,8,9,11,12,16,18,19],""quorum"":6,""threshold"":0.43}"
Edge-IIoTset-calibrated,257,25,4,Fuse,ok,17,13,"{""fused_sha256"":""f4049b2d77aa09e8938df7ddf6d437571ec72c3a0ae0000934b0e3b8b0517843""}"
Edge-IIoTset-calibrated,257,25,5,Policy,ok,17,13,"{""decision"":""deny"",""incident_risk"":0.9994632474295839,""reason"":""risk_exceeds_role_clearance"",""true_class"":4}"
Edge-IIoTset-calibrated,257,25,6,Commit,ok,17,13,"{""commit_latency_ms"":335.0,""commit_status"":""committed"",""receipt_sha256"":""71124d39a3f65138c8dfe7d578944025e07cbf56e16e37700b509431da8cc3fc""}"
Edge-IIoTset-calibrated,257,26,1,Schedule,ok,16,0,"{""resource_rule"":""bandwidth>=180 kbps; energy>=0.24; queue<=6"",""scheduled_client_ids"":[1,4,5,6,7,8,9,10,11,12,13,14,15,16,17,19]}"
Edge-IIoTset-calibrated,257,26,2,ProvisionalReference,ok,16,0,"{""reference_sha256"":""627b9cbde4bc96a4e7c313b88d1839d0ee8be4a6e591ec1c99ee574c4b095134""}"
Edge-IIoTset-calibrated,257,26,3,TrustFilter,ok,16,12,"{""accepted_client_ids"":[4,5,7,8,9,11,12,13,15,16,17,19],""quorum"":6,""threshold"":0.43}"
Edge-IIoTset-calibrated,257,26,4,Fuse,ok,16,12,"{""fused_sha256"":""b646ab5ff89217a40eb6bad522c480860fcf8c94e61678525a880259d9ca7a31""}"
Edge-IIoTset-calibrated,257,26,5,Policy,ok,16,12,"{""decision"":""deny"",""incident_risk"":0.9999498542155386,""reason"":""risk_exceeds_role_clearance"",""true_class"":5}"
Edge-IIoTset-calibrated,257,26,6,Commit,ok,16,12,"{""commit_latency_ms"":325.0,""commit_status"":""committed"",""receipt_sha256"":""f2b345be87b80881c4f1b6788ba16500b627e3625f30df7407760d0f0d331170""}"
Edge-IIoTset-calibrated,257,27,1,Schedule,ok,18,0,"{""resource_rule"":""bandwidth>=180 kbps; energy>=0.24; queue<=6"",""scheduled_client_ids"":[0,1,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19]}"
Edge-IIoTset-calibrated,257,27,2,ProvisionalReference,ok,18,0,"{""reference_sha256"":""adaa5450d859ab7e06ac90222b91aee588c62f8dfeac6fc53e9ddea1ab431183""}"
Edge-IIoTset-calibrated,257,27,3,TrustFilter,ok,18,14,"{""accepted_client_ids"":[0,4,5,7,8,9,11,12,13,15,16,17,18,19],""quorum"":7,""threshold"":0.43}"
Edge-IIoTset-calibrated,257,27,4,Fuse,ok,18,14,"{""fused_sha256"":""4dd1eb078db6d842472546d9d3d41f0dd2becbc76d703ba9e15fdbf6be294002""}"
Edge-IIoTset-calibrated,257,27,5,Policy,ok,18,14,"{""decision"":""review"",""incident_risk"":0.9770352845850897,""reason"":""human_review_required"",""true_class"":2}"
Edge-IIoTset-calibrated,257,27,6,Commit,ok,18,14,"{""commit_latency_ms"":345.0,""commit_status"":""committed"",""receipt_sha256"":""7be4a726db357c641fb2bdc019bbb07da7b5fcb496d1440a20cabd774e9a38fa""}"
Edge-IIoTset-calibrated,257,28,1,Schedule,ok,20,0,"{""resource_rule"":""bandwidth>=180 kbps; energy>=0.24; queue<=6"",""scheduled_client_ids"":[0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19]}"
Edge-IIoTset-calibrated,257,28,2,ProvisionalReference,ok,20,0,"{""reference_sha256"":""93260ceb49687f1444e1898dfd301b55e827c8b68ce92fb94d7584b261d8ce79""}"
Edge-IIoTset-calibrated,257,28,3,TrustFilter,ok,20,16,"{""accepted_client_ids"":[0,2,3,4,5,7,8,9,11,12,13,15,16,17,18,19],""quorum"":7,""threshold"":0.43}"
Edge-IIoTset-calibrated,257,28,4,Fuse,ok,20,16,"{""fused_sha256"":""d9b09ba8bbb873a06a19a7917db7d4f640b7682e8832ab89f85d8668a741ce14""}"
Edge-IIoTset-calibrated,257,28,5,Policy,ok,20,16,"{""decision"":""deny"",""incident_risk"":0.999513653489175,""reason"":""risk_exceeds_role_clearance"",""true_class"":5}"
Edge-IIoTset-calibrated,257,28,6,Commit,ok,20,16,"{""commit_latency_ms"":365.0,""commit_status"":""committed"",""receipt_sha256"":""83e9e73b07e5d2a35376eb6eb46f385d916b9f3c714d2f38b352e4c7d622cfc3""}"
Edge-IIoTset-calibrated,257,29,1,Schedule,ok,16,0,"{""resource_rule"":""bandwidth>=180 kbps; energy>=0.24; queue<=6"",""scheduled_client_ids"":[0,1,4,5,6,7,8,9,10,11,12,14,15,17,18,19]}"
Edge-IIoTset-calibrated,257,29,2,ProvisionalReference,ok,16,0,"{""reference_sha256"":""bea86cd70feb88805ad2a8b98a520e0074796f3e04dd460f7d1b2076dbe17ad4""}"
Edge-IIoTset-calibrated,257,29,3,TrustFilter,ok,16,12,"{""accepted_client_ids"":[0,4,5,7,8,9,11,12,15,17,18,19],""quorum"":6,""threshold"":0.43}"
Edge-IIoTset-calibrated,257,29,4,Fuse,ok,16,12,"{""fused_sha256"":""8e1cf015a9b29a02c404f432328b2071e5a61691be4c4f261e711d9f4d2ea681""}"
Edge-IIoTset-calibrated,257,29,5,Policy,ok,16,12,"{""decision"":""deny"",""incident_risk"":0.9983988923027006,""reason"":""risk_exceeds_role_clearance"",""true_class"":5}"
Edge-IIoTset-calibrated,257,29,6,Commit,ok,16,12,"{""commit_latency_ms"":325.0,""commit_status"":""committed"",""receipt_sha256"":""76830e5789eaf07bc82ca54b4de6ea2f7eaa5da9e77edc33993c8cb7a6ff09ff""}"
Edge-IIoTset-calibrated,257,30,1,Schedule,ok,18,0,"{""resource_rule"":""bandwidth>=180 kbps; energy>=0.24; queue<=6"",""scheduled_client_ids"":[0,1,2,3,4,7,8,9,10,11,12,13,14,15,16,17,18,19]}"
Edge-IIoTset-calibrated,257,30,2,ProvisionalReference,ok,18,0,"{""reference_sha256"":""b306bcf0dbbb150ba1bfae5f2656813e6d71da19754962a79d08b06b8d0e625f""}"
Edge-IIoTset-calibrated,257,30,3,TrustFilter,ok,18,15,"{""accepted_client_ids"":[0,2,3,4,7,8,9,11,12,13,15,16,17,18,19],""quorum"":7,""threshold"":0.43}"
Edge-IIoTset-calibrated,257,30,4,Fuse,ok,18,15,"{""fused_sha256"":""31b0c1d6baaacd35df11007433e7c90bc1acfd50c74500200f7255b4122c041d""}"
Edge-IIoTset-calibrated,257,30,5,Policy,ok,18,15,"{""decision"":""allow"",""incident_risk"":0.02571513828142813,""reason"":""within_policy"",""true_class"":0}"
Edge-IIoTset-calibrated,257,30,6,Commit,ok,18,15,"{""commit_latency_ms"":355.0,""commit_status"":""committed"",""receipt_sha256"":""d0552f886501357e06ceb7927c083a3e07588d6cae8e0aa6602e604372eae394""}"
Edge-IIoTset-calibrated,307,1,1,Schedule,ok,18,0,"{""resource_rule"":""bandwidth>=180 kbps; energy>=0.24; queue<=6"",""scheduled_client_ids"":[0,1,2,3,4,5,6,7,8,9,10,11,13,14,15,17,18,19]}"
Edge-IIoTset-calibrated,307,1,2,ProvisionalReference,ok,18,0,"{""reference_sha256"":""702e5b920dc931d70a6d7f9abfe86d1b898be6df8e7b5efc708eecb56e4cf0cb""}"
Edge-IIoTset-calibrated,307,1,3,TrustFilter,ok,18,18,"{""accepted_client_ids"":[0,1,2,3,4,5,6,7,8,9,10,11,13,14,15,17,18,19],""quorum"":7,""threshold"":0.43}"
Edge-IIoTset-calibrated,307,1,4,Fuse,ok,18,18,"{""fused_sha256"":""81853178c4bbdcc5666148826cc5fc2ff622ad2b367047519a8b216a84982182""}"
Edge-IIoTset-calibrated,307,1,5,Policy,ok,18,18,"{""decision"":""deny"",""incident_risk"":0.9991790997555725,""reason"":""risk_exceeds_role_clearance"",""true_class"":4}"
Edge-IIoTset-calibrated,307,1,6,Commit,ok,18,18,"{""commit_latency_ms"":385.0,""commit_status"":""committed"",""receipt_sha256"":""faada9175e1fadac3e01082765882ce5cef6b04f090274700a252a1c77527149""}"
Edge-IIoTset-calibrated,307,2,1,Schedule,ok,19,0,"{""resource_rule"":""bandwidth>=180 kbps; energy>=0.24; queue<=6"",""scheduled_client_ids"":[0,1,2,3,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19]}"
Edge-IIoTset-calibrated,307,2,2,ProvisionalReference,ok,19,0,"{""reference_sha256"":""1d4b1bc5ff7f22b5ebdbe1d5658288f9a35616295c53d20657225b9db6b8acb4""}"
Edge-IIoTset-calibrated,307,2,3,TrustFilter,ok,19,17,"{""accepted_client_ids"":[0,1,2,5,6,7,8,9,10,11,12,13,14,15,16,17,19],""quorum"":7,""threshold"":0.43}"
Edge-IIoTset-calibrated,307,2,4,Fuse,ok,19,17,"{""fused_sha256"":""f066da815d5e32db7f2c71817acac89e6a75d4247e5df68c2a70375d6bcbf524""}"
Edge-IIoTset-calibrated,307,2,5,Policy,ok,19,17,"{""decision"":""review"",""incident_risk"":0.9937750176778045,""reason"":""human_review_required"",""true_class"":2}"
Edge-IIoTset-calibrated,307,2,6,Commit,ok,19,17,"{""commit_latency_ms"":375.0,""commit_status"":""committed"",""receipt_sha256"":""201d544a55857e91518c7e35f7f1a904b9f270d979a5009d06af5d69bade47f1""}"
Edge-IIoTset-calibrated,307,3,1,Schedule,ok,19,0,"{""resource_rule"":""bandwidth>=180 kbps; energy>=0.24; queue<=6"",""scheduled_client_ids"":[0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,18,19]}"
Edge-IIoTset-calibrated,307,3,2,ProvisionalReference,ok,19,0,"{""reference_sha256"":""c8ffaf2c4fa04a01055bf7aed3515ff627cc9e02452bd48132cd394a2faaecb1""}"
Edge-IIoTset-calibrated,307,3,3,TrustFilter,ok,19,17,"{""accepted_client_ids"":[0,1,2,4,5,6,7,8,9,10,11,12,13,14,15,16,19],""quorum"":7,""threshold"":0.43}"
Edge-IIoTset-calibrated,307,3,4,Fuse,ok,19,17,"{""fused_sha256"":""40ac7d14efb9288018bd887c0a26c9ca45129d801bef4d0032b6ae6c3166f344""}"
Edge-IIoTset-calibrated,307,3,5,Policy,ok,19,17,"{""decision"":""review"",""incident_risk"":0.9999998471805183,""reason"":""human_review_required"",""true_class"":3}"
Edge-IIoTset-calibrated,307,3,6,Commit,ok,19,17,"{""commit_latency_ms"":375.0,""commit_status"":""committed"",""receipt_sha256"":""d1ad68b56ce9491746afab830749a350d4281b167aa0d85ee3b0df8a09eed5f1""}"
Edge-IIoTset-calibrated,307,4,1,Schedule,ok,17,0,"{""resource_rule"":""bandwidth>=180 kbps; energy>=0.24; queue<=6"",""scheduled_client_ids"":[0,1,3,4,5,6,8,9,11,12,13,14,15,16,17,18,19]}"
Edge-IIoTset-calibrated,307,4,2,ProvisionalReference,ok,17,0,"{""reference_sha256"":""0296a1208e1a3f225b59d569b6178bb5bb7507c6698f72de61713c9c69d9fc76""}"
Edge-IIoTset-calibrated,307,4,3,TrustFilter,ok,17,15,"{""accepted_client_ids"":[0,1,4,5,6,8,9,11,12,13,14,15,16,17,19],""quorum"":6,""threshold"":0.43}"
Edge-IIoTset-calibrated,307,4,4,Fuse,ok,17,15,"{""fused_sha256"":""5843c428d60267276ef4f186084c4a27f6c28865f4a39c670766375fee9fb4e1""}"
Edge-IIoTset-calibrated,307,4,5,Policy,ok,17,15,"{""decision"":""review"",""incident_risk"":0.9921072335028521,""reason"":""human_review_required"",""true_class"":4}"
Edge-IIoTset-calibrated,307,4,6,Commit,ok,17,15,"{""commit_latency_ms"":355.0,""commit_status"":""committed"",""receipt_sha256"":""c24c85ff0ff1a74211e6902ca16c10ac82a2d5bda657e3e428a771e37b59a220""}"
Edge-IIoTset-calibrated,307,5,1,Schedule,ok,18,0,"{""resource_rule"":""bandwidth>=180 kbps; energy>=0.24; queue<=6"",""scheduled_client_ids"":[0,1,3,4,5,6,7,8,9,10,11,12,13,14,15,17,18,19]}"
Edge-IIoTset-calibrated,307,5,2,ProvisionalReference,ok,18,0,"{""reference_sha256"":""29ccd5ef6e25ab8977199407eecc53c90d1ed20217bc21d6c54c760353072767""}"
Edge-IIoTset-calibrated,307,5,3,TrustFilter,ok,18,15,"{""accepted_client_ids"":[0,1,4,5,6,7,8,9,10,11,12,13,14,15,17],""quorum"":7,""threshold"":0.43}"
Edge-IIoTset-calibrated,307,5,4,Fuse,ok,18,15,"{""fused_sha256"":""288736c94513bdb375c839156f457a5a84ced98dd0185dc22f52839f4219cd36""}"
Edge-IIoTset-calibrated,307,5,5,Policy,ok,18,15,"{""decision"":""deny"",""incident_risk"":0.9929416035352021,""reason"":""risk_exceeds_role_clearance"",""true_class"":3}"
Edge-IIoTset-calibrated,307,5,6,Commit,ok,18,15,"{""commit_latency_ms"":355.0,""commit_status"":""committed"",""receipt_sha256"":""01b0d06849eba180ab0a8780df995f175f7f3f33542e838a945873fe708650f7""}"
Edge-IIoTset-calibrated,307,6,1,Schedule,ok,18,0,"{""resource_rule"":""bandwidth>=180 kbps; energy>=0.24; queue<=6"",""scheduled_client_ids"":[1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,19]}"
Edge-IIoTset-calibrated,307,6,2,ProvisionalReference,ok,18,0,"{""reference_sha256"":""886cec996ac0d45ecea99eed5415c92c1c1c168f9ab476f6eab4d98c22bc3d38""}"
Edge-IIoTset-calibrated,307,6,3,TrustFilter,ok,18,16,"{""accepted_client_ids"":[1,2,4,5,6,7,8,9,10,11,12,13,14,15,16,17],""quorum"":7,""threshold"":0.43}"
Edge-IIoTset-calibrated,307,6,4,Fuse,ok,18,16,"{""fused_sha256"":""db7a0ea9ecf4da105458a03023c8f1c12a75fc4296e774e7023505e130673df1""}"
Edge-IIoTset-calibrated,307,6,5,Policy,ok,18,16,"{""decision"":""review"",""incident_risk"":0.9998510690081088,""reason"":""human_review_required"",""true_class"":1}"
Edge-IIoTset-calibrated,307,6,6,Commit,ok,18,16,"{""commit_latency_ms"":365.0,""commit_status"":""committed"",""receipt_sha256"":""bcbb34e802e5fe83a9fefbcc434cc54ae7d78ccea87c3fb6d91874699814b642""}"
Edge-IIoTset-calibrated,307,7,1,Schedule,ok,17,0,"{""resource_rule"":""bandwidth>=180 kbps; energy>=0.24; queue<=6"",""scheduled_client_ids"":[0,2,3,4,6,7,8,10,11,12,13,14,15,16,17,18,19]}"
Edge-IIoTset-calibrated,307,7,2,ProvisionalReference,ok,17,0,"{""reference_sha256"":""609f11dfb091a64817be191c7ee256fbb77f72442eaa355133b1f5d75b2d58e1""}"
Edge-IIoTset-calibrated,307,7,3,TrustFilter,ok,17,14,"{""accepted_client_ids"":[0,2,4,6,7,8,10,11,12,13,14,15,16,17],""quorum"":6,""threshold"":0.43}"
Edge-IIoTset-calibrated,307,7,4,Fuse,ok,17,14,"{""fused_sha256"":""4a71064d48a1e216f3bd95ae156166e0e89f532c1eb8634003e58bd1013c4053""}"
Edge-IIoTset-calibrated,307,7,5,Policy,ok,17,14,"{""decision"":""review"",""incident_risk"":0.9996451204263556,""reason"":""human_review_required"",""true_class"":3}"
Edge-IIoTset-calibrated,307,7,6,Commit,ok,17,14,"{""commit_latency_ms"":345.0,""commit_status"":""committed"",""receipt_sha256"":""d83e70e40ad3bffc0b8891f46ddaa695c5173a46949155dbad3aa89eb9773fee""}"
Edge-IIoTset-calibrated,307,8,1,Schedule,ok,20,0,"{""resource_rule"":""bandwidth>=180 kbps; energy>=0.24; queue<=6"",""scheduled_client_ids"":[0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19]}"
Edge-IIoTset-calibrated,307,8,2,ProvisionalReference,ok,20,0,"{""reference_sha256"":""13dac843bebe23b1bd0d3470fd165ff1b0b026dc0853877a3f3325cf13b0181e""}"
Edge-IIoTset-calibrated,307,8,3,TrustFilter,ok,20,17,"{""accepted_client_ids"":[0,1,2,4,5,6,7,8,9,10,11,12,13,14,15,16,17],""quorum"":7,""threshold"":0.43}"
Edge-IIoTset-calibrated,307,8,4,Fuse,ok,20,17,"{""fused_sha256"":""03d5131206157c53223bd9fe6fa744b3a7ff11d705675324f3b2ab7217393621""}"
Edge-IIoTset-calibrated,307,8,5,Policy,ok,20,17,"{""decision"":""allow"",""incident_risk"":0.036795998262564744,""reason"":""within_policy"",""true_class"":0}"
Edge-IIoTset-calibrated,307,8,6,Commit,ok,20,17,"{""commit_latency_ms"":375.0,""commit_status"":""committed"",""receipt_sha256"":""93d0333a06e6b93c6e82110fa72ecb057156b2494954bc9bd8f695700b0b84a5""}"
Edge-IIoTset-calibrated,307,9,1,Schedule,ok,17,0,"{""resource_rule"":""bandwidth>=180 kbps; energy>=0.24; queue<=6"",""scheduled_client_ids"":[3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19]}"
Edge-IIoTset-calibrated,307,9,2,ProvisionalReference,ok,17,0,"{""reference_sha256"":""08008ade8b452073c656f36db5e28494b19aeb49496e3c90e8622b55f7451044""}"
Edge-IIoTset-calibrated,307,9,3,TrustFilter,ok,17,14,"{""accepted_client_ids"":[4,5,6,7,8,9,10,11,12,13,14,15,16,17],""quorum"":6,""threshold"":0.43}"
Edge-IIoTset-calibrated,307,9,4,Fuse,ok,17,14,"{""fused_sha256"":""66af04ca6fe91c7049a5790e12ee60a35643e99dd4693de652a95a3b07c2a403""}"
Edge-IIoTset-calibrated,307,9,5,Policy,ok,17,14,"{""decision"":""allow"",""incident_risk"":0.0670572884437659,""reason"":""within_policy"",""true_class"":0}"
Edge-IIoTset-calibrated,307,9,6,Commit,ok,17,14,"{""commit_latency_ms"":345.0,""commit_status"":""committed"",""receipt_sha256"":""9a9f62e15fa818cf0410655a5eff96c69cb14b5d476a4d527c60da8558acbc9d""}"
Edge-IIoTset-calibrated,307,10,1,Schedule,ok,17,0,"{""resource_rule"":""bandwidth>=180 kbps; energy>=0.24; queue<=6"",""scheduled_client_ids"":[0,1,2,3,5,6,7,9,10,11,12,13,14,16,17,18,19]}"
Edge-IIoTset-calibrated,307,10,2,ProvisionalReference,ok,17,0,"{""reference_sha256"":""6c8ae05283589c43b061eef79b0ed61c917942446030099c9a33bd2baf19425e""}"
Edge-IIoTset-calibrated,307,10,3,TrustFilter,ok,17,14,"{""accepted_client_ids"":[0,1,2,5,6,7,9,10,11,12,13,14,16,17],""quorum"":6,""threshold"":0.43}"
Edge-IIoTset-calibrated,307,10,4,Fuse,ok,17,14,"{""fused_sha256"":""a68b5bda4d1c9741edb55982f423be64450acd7da5ef8302acc08ff86a98caa9""}"
Edge-IIoTset-calibrated,307,10,5,Policy,ok,17,14,"{""decision"":""deny"",""incident_risk"":0.991982546712388,""reason"":""risk_exceeds_role_clearance"",""true_class"":6}"
Edge-IIoTset-calibrated,307,10,6,Commit,ok,17,14,"{""commit_latency_ms"":345.0,""commit_status"":""committed"",""receipt_sha256"":""94718e995310caa1771bc92e3f67c9273c2337793060d22e00bdd5ac6c70a7da""}"
Edge-IIoTset-calibrated,307,11,1,Schedule,ok,19,0,"{""resource_rule"":""bandwidth>=180 kbps; energy>=0.24; queue<=6"",""scheduled_client_ids"":[0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,16,17,18,19]}"
Edge-IIoTset-calibrated,307,11,2,ProvisionalReference,ok,19,0,"{""reference_sha256"":""8e8fa46cc7c5c5c8d66f8b86ad398a86faacbcd8a6a3bfb53c7c3b9af5b0bb12""}"
Edge-IIoTset-calibrated,307,11,3,TrustFilter,ok,19,16,"{""accepted_client_ids"":[0,1,2,4,5,6,7,8,9,10,11,12,13,14,16,17],""quorum"":7,""threshold"":0.43}"
Edge-IIoTset-calibrated,307,11,4,Fuse,ok,19,16,"{""fused_sha256"":""6e34d9d2f7e2d50ddbdf60e703dbc1a02e09ff8a72236cc580081d926e159e5a""}"
Edge-IIoTset-calibrated,307,11,5,Policy,ok,19,16,"{""decision"":""deny"",""incident_risk"":0.9999934314935656,""reason"":""risk_exceeds_role_clearance"",""true_class"":5}"
Edge-IIoTset-calibrated,307,11,6,Commit,ok,19,16,"{""commit_latency_ms"":365.0,""commit_status"":""committed"",""receipt_sha256"":""2ea2b1fc3b3316feb2ec7e49b3f59bfa4aac90508183b66667e14c96d778f575""}"
Edge-IIoTset-calibrated,307,12,1,Schedule,ok,19,0,"{""resource_rule"":""bandwidth>=180 kbps; energy>=0.24; queue<=6"",""scheduled_client_ids"":[0,1,2,3,4,5,6,7,8,9,10,12,13,14,15,16,17,18,19]}"
Edge-IIoTset-calibrated,307,12,2,ProvisionalReference,ok,19,0,"{""reference_sha256"":""145864652dae3a114d2be646407415fe45e8ee066c4519549057b9226bdd32d0""}"
Edge-IIoTset-calibrated,307,12,3,TrustFilter,ok,19,16,"{""accepted_client_ids"":[0,1,2,4,5,6,7,8,9,10,12,13,14,15,16,17],""quorum"":7,""threshold"":0.43}"
Edge-IIoTset-calibrated,307,12,4,Fuse,ok,19,16,"{""fused_sha256"":""235e5f179313920a72df1d9c91e9894a3aae29cfe4ca6f7754a61622e79c89f6""}"
Edge-IIoTset-calibrated,307,12,5,Policy,ok,19,16,"{""decision"":""review"",""incident_risk"":0.9998280087602062,""reason"":""human_review_required"",""true_class"":5}"
Edge-IIoTset-calibrated,307,12,6,Commit,ok,19,16,"{""commit_latency_ms"":365.0,""commit_status"":""committed"",""receipt_sha256"":""9e3bacb0e4ab3ccda731926d18add97a20391886f94d4487702531b63e432282""}"
Edge-IIoTset-calibrated,307,13,1,Schedule,ok,18,0,"{""resource_rule"":""bandwidth>=180 kbps; energy>=0.24; queue<=6"",""scheduled_client_ids"":[1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18]}"
Edge-IIoTset-calibrated,307,13,2,ProvisionalReference,ok,18,0,"{""reference_sha256"":""5193fe55a91133b367cf01930c55724c308cecb4a0b94b5214a669666f295817""}"
Edge-IIoTset-calibrated,307,13,3,TrustFilter,ok,18,16,"{""accepted_client_ids"":[1,2,4,5,6,7,8,9,10,11,12,13,14,15,16,17],""quorum"":7,""threshold"":0.43}"
Edge-IIoTset-calibrated,307,13,4,Fuse,ok,18,16,"{""fused_sha256"":""77bf34f90a2c698b7a7467d6d10fcde5e35772ef70a9f76ce8b33b7931b1a114""}"
Edge-IIoTset-calibrated,307,13,5,Policy,ok,18,16,"{""decision"":""allow"",""incident_risk"":0.009539054552417991,""reason"":""within_policy"",""true_class"":0}"
Edge-IIoTset-calibrated,307,13,6,Commit,ok,18,16,"{""commit_latency_ms"":365.0,""commit_status"":""committed"",""receipt_sha256"":""51f537ffb25c46aada7e3b24414cd537b995529e59213805b51115f443f1d29c""}"
Edge-IIoTset-calibrated,307,14,1,Schedule,ok,18,0,"{""resource_rule"":""bandwidth>=180 kbps; energy>=0.24; queue<=6"",""scheduled_client_ids"":[1,2,3,4,5,6,7,8,9,10,12,13,14,15,16,17,18,19]}"
Edge-IIoTset-calibrated,307,14,2,ProvisionalReference,ok,18,0,"{""reference_sha256"":""cddddaf84538a4b1492f55a7f301afb277c0d50e421f810f8e910cd4382a183f""}"
